timestep,id,x,y,angle,type,speed,pos,lane,slope,signals,acceleration,distance,odometer,posLat
23,bus6,-104.983615,39.746451,179.84,bus_bus,14.57,109.93,231105071#0_0,0,1,1.03,109.93,119.56,0
23,bus7,-104.972952,39.729997,359.83,bus_bus,11.67,93.53,337148297#11_0,0,2,0.82,93.53,81.43,0
23,bus8,-104.97278,39.730475,269.9,bus_bus,10.03,76.4,-580178497#3_0,0,0,1.06,76.4,64.3,0
23,bus9,-104.960739,39.750733,269.92,bus_bus,9.86,26.04,-131625590#2_0,0,0,1.16,26.04,58.6,0
23,veh0,-104.990639,39.725714,90.43,veh_passenger,0,15.71,427704888#4_4,0,10,0,15.71,10.61,0
23,veh1,-104.991843,39.731552,331.09,veh_passenger,13.97,191.04,132741915#0_2,0,0,-0.37,191.04,257.46,0
23,veh10,-104.989313,39.737826,128.73,veh_passenger,14.08,78.61,1102883776#2_0,0,0,-0.49,78.61,212.72,0
23,veh11,-104.986414,39.74814,313.76,veh_passenger,0,30.07,89783817#0_3,0,8,0,30.07,24.97,0
23,veh12,-104.971273,39.733735,269.71,veh_passenger,14.5,44.5,-335716614#6_0,0,0,0.6,44.5,203.03,0
23,veh13,-105.007475,39.746602,235.43,veh_passenger,3.03,55.02,628604540#0_3,0,8,-4.5,55.02,197.83,0
23,veh14,-105.02373,39.754821,90.15,veh_passenger,4.46,69.84,507870891#0_0,0,8,-2.87,69.84,178.18,0
23,veh15,-104.978163,39.752338,180.03,veh_passenger,19.58,94.51,-329980805#13_0,0,0,-0.36,94.51,240.14,0
23,veh16,-104.997788,39.738571,150.41,veh_passenger,6.26,167.14,132706724#0_0,0,8,-4.5,167.14,162.04,0
23,veh17,-104.975573,39.746189,270.44,veh_passenger,12.84,61.64,-128948321#4_0,0,0,0.91,61.64,143.08,0
23,veh18,-104.983604,39.73657,180.09,veh_passenger,11.31,22.38,130886462#0_1,0,0,2.38,22.38,125.34,0
23,veh19,-105.008178,39.7257,86.9,veh_passenger,23.22,61.91,90211600_0,0,0,0.48,61.91,205.1,0
23,veh2,-104.962598,39.727308,269.64,veh_passenger,10.01,0.31,586800346#7_0,0,0,1.19,0.31,194.54,0
23,veh20,-104.980072,39.748234,224.89,veh_passenger,12.29,39.55,182890053#0_0,0,1,2,39.55,105.52,0
23,veh21,-104.964744,39.749357,181.21,veh_passenger,6.85,4.4,-274713203#9_0,0,1,-0.6,4.4,106.43,0
23,veh22,-104.976145,39.727292,269.95,veh_passenger,21.51,68.67,-337216230#1_0,0,0,0.9,68.67,164.54,0
23,veh23,-104.992852,39.740176,270.78,veh_passenger,0.01,34.28,427702691#0_0,0,8,-1.11,34.28,91.58,0
23,veh24,-104.983428,39.723996,319.12,veh_passenger,6.92,117.59,131657785#7_0,0,8,-4.27,117.59,112.49,0
23,veh25,-105.025173,39.730917,179.77,veh_passenger,8.31,16.91,1078447173#0_2,0,0,2.21,16.91,65.73,0
23,veh27,-104.984743,39.740131,269.96,veh_passenger,4.01,88.22,-600545932#1_0,0,9,-4.18,88.22,83.12,0
23,veh28,-104.96045,39.750734,270.05,veh_passenger,8.9,1.25,-131625590#2_0,0,0,0.6,1.25,40.81,0
23,veh29,-105.024995,39.738411,16.26,veh_passenger,9.03,2.26,646049997#0_0,0,0,1.95,2.26,60.8,0
23,veh3,-105.0082,39.740172,91.65,veh_passenger,18.83,237.22,628707474_0,0,0,0.71,237.22,323.77,0
23,veh30,-105.016279,39.731892,7.41,veh_passenger,16.28,106.8,335706748#0_0,0,0,-0.14,106.8,101.7,0
23,veh31,-105.000566,39.746473,331.53,veh_passenger,15.55,73.45,44932748_0,0,0,0.38,73.45,79.8,0
23,veh32,-105.014749,39.736873,90.16,veh_passenger,14.4,36.69,-589973218#3_0,0,0,-0.81,36.69,89.56,0
23,veh33,-104.983326,39.729099,270.11,veh_passenger,12.42,75.06,130886466#4_0,0,0,-0.31,75.06,69.96,0
23,veh34,-105.002824,39.73118,0.09,veh_passenger,14.09,66.54,-704023970#3_0,0,0,1.45,66.54,61.44,0
23,veh35,-104.995049,39.740183,270.26,veh_passenger,0,20.44,628677821#0_0,0,9,-0.02,20.44,15.34,0
23,veh36,-104.993624,39.733815,60.26,veh_passenger,0.36,0.47,:4580638079_2_1,0,8,-4.15,36.14,31.04,0
23,veh37,-104.997821,39.736883,270.48,veh_passenger,12.51,55.99,700604262#0_0,0,1,1.43,55.99,50.89,0
23,veh38,-105.024981,39.727748,359.5,veh_passenger,11.02,16.82,1078447159#1_0,0,0,1.35,16.82,38.86,0
23,veh39,-104.977636,39.735694,359.78,veh_passenger,13.16,51.84,335805945#10_1,0,0,2.21,51.84,46.74,0
23,veh4,-104.976943,39.750754,270.08,veh_passenger,20.12,5.74,:176091806_5_0,0,0,1.38,93.5,226.93,0
23,veh40,-104.972955,39.730829,359.83,veh_passenger,9.31,33.74,337148297#18_0,0,0,1.54,33.74,28.64,0
23,veh41,-105.017441,39.750872,189.15,veh_passenger,8.37,31.41,16981901_1,0,0,1.4,31.41,26.31,0
23,veh42,-105.003467,39.7477,103.39,veh_passenger,7.87,7.34,:1966241930_4_3,0,0,1.85,25.31,20.21,0
23,veh43,-105.026393,39.73445,179.91,veh_passenger,9.05,28.02,-334267808#7_0,0,0,2.18,28.02,22.92,0
23,veh44,-105.021739,39.734093,359.95,veh_passenger,5.08,15.8,-347646322#2_0,0,0,1.33,15.8,10.7,0
23,veh45,-104.993607,39.744094,225.01,veh_passenger,5.64,16.3,628389303#0_1,0,0,2,16.3,11.2,0
23,veh46,-104.999761,39.755216,257.17,veh_passenger,13.67,46.52,-235915538#1_1,0,0,-0.22,46.52,41.42,0
23,veh47,-105.013782,39.742055,16.49,veh_passenger,4.23,11.49,99883934_0,0,0,2.08,11.49,6.39,0
23,veh48,-104.987293,39.746356,180.14,veh_passenger,3.82,10.24,935725118#0_5,0,2,2.5,10.24,5.14,0
23,veh49,-105.002823,39.728825,0.25,veh_passenger,1.79,1.79,:176077102_11_0,0,0,1.79,5.73,1.79,0
23,veh5,-104.983619,39.747656,179.83,veh_passenger,6.39,7.2,51866043#0_0,0,10,-3.95,7.2,157.41,0
23,veh50,-105.015367,39.7311,351.11,veh_passenger,2.27,7.37,49230944_0,0,0,2.27,7.37,2.27,0
23,veh51,-105.025142,39.729967,178.86,veh_passenger,0,5.1,1078447174#0_3,0,0,0,5.1,0,0
23,veh52,-105.021576,39.729275,89.65,veh_passenger,0,5.1,-37356024#8_0,0,0,0,5.1,0,0
23,veh53,-105.021746,39.736592,359.27,veh_passenger,0,5.1,-130910724#2_0,0,0,0,5.1,0,0
23,veh6,-105.018287,39.739981,133.47,veh_passenger,7.72,10.83,628707472#0_0,0,0,1.67,10.83,247.16,0
23,veh7,-104.976516,39.750753,270.11,veh_passenger,18.62,56.92,-446229412#7_0,0,0,1.16,56.92,257.84,0
23,veh8,-104.976385,39.746088,315.76,veh_passenger,0,13.71,781383478#2_1,0,10,0,13.71,8.61,0
23,veh9,-105.025166,39.751097,0.15,veh_passenger,0,115.18,628585103#6_0,0,9,0,115.18,110.08,0
24,bus0,-104.998612,39.73235,359.55,bus_bus,8.35,20.46,130910709#6_0,0,0,0.93,20.46,190.5,0
24,bus1,-105.023082,39.747547,59.78,bus_bus,10.8,24.84,-336519771#1_0,0,0,1.08,24.84,167.81,0
24,bus10,-104.990757,39.733839,90.15,bus_bus,9.49,69.82,589337000#3_0,0,1,0.81,69.82,57.72,0
24,bus11,-104.981681,39.746167,89.98,bus_bus,7.51,48.63,1039146327#4_0,0,0,0.85,48.63,36.53,0
24,bus12,-104.987365,39.729985,179.9,bus_bus,7.38,44.79,795858012#0_4,0,0,1.01,44.79,32.69,0
24,bus13,-104.990719,39.74903,224.96,bus_bus,5.96,36.98,628389298#0_0,0,0,1.03,36.98,24.88,0
24,bus14,-104.990634,39.735278,269.98,bus_bus,4.48,25.72,589337348#10_0,0,0,0.61,25.72,13.62,0
24,bus15,-104.993314,39.755036,224.95,bus_bus,3.8,21.29,231105092#3_2,0,0,0.94,21.29,9.19,0
24,bus16,-104.979595,39.747504,90.31,bus_bus,2.62,17.41,-128948318#3_0,0,0,0.91,17.41,5.31,0
24,bus17,-104.973945,39.740011,89.57,bus_bus,0.8,12.9,600545999#0_1,0,0,0.8,12.9,0.8,0
24,bus18,-105.02354,39.747176,15.15,bus_bus,0,12.1,-787664335#1_0,0,0,0,12.1,0,0
24,bus2,-105.005934,39.741125,115.86,bus_bus,6.59,24.66,:cluster_176081514_305468099_3285108432_3285111873_#2more_6_0,0,1,1.16,43.74,72.13,0
24,bus3,-104.98802,39.725686,90.39,bus_bus,12.99,68.01,340029621#0_3,0,0,-0.05,68.01,172.13,0
24,bus4,-104.961001,39.739859,0.2,bus_bus,8.23,153.35,131625591#5_0,0,10,-2.94,153.35,141.25,0
24,bus5,-104.97064,39.732225,0.55,bus_bus,7.76,10.65,579481688#0_0,0,0,1.07,10.65,97.52,0
24,bus6,-104.983615,39.746352,179.84,bus_bus,11.03,120.96,231105071#0_0,0,9,-3.54,120.96,130.59,0
24,bus7,-104.972953,39.73011,359.83,bus_bus,12.54,106.07,337148297#11_0,0,2,0.87,106.07,93.97,0
24,bus8,-104.972851,39.730475,269.9,bus_bus,6.03,82.43,-580178497#3_0,0,8,-4,82.43,70.33,0
24,bus9,-104.960866,39.750733,269.73,bus_bus,10.9,36.94,-131625590#2_0,0,0,1.04,36.94,69.5,0
24,veh0,-104.990639,39.725714,90.43,veh_passenger,0,15.71,427704888#4_4,0,10,0,15.71,10.61,0
24,veh1,-104.991924,39.731666,331.12,veh_passenger,14.46,3.85,:1044871533_1_2,0,0,0.49,205.5,271.92,0
24,veh10,-104.989155,39.737776,108.82,veh_passenger,14.44,93.05,1102883776#2_0,0,0,0.36,93.05,227.16,0
24,veh11,-104.986414,39.74814,313.76,veh_passenger,0,30.07,89783817#0_3,0,8,0,30.07,24.97,0
24,veh12,-104.971432,39.733735,269.7,veh_passenger,13.67,58.17,-335716614#6_0,0,0,-0.83,58.17,216.7,0
24,veh13,-105.007477,39.746601,235.47,veh_passenger,0.2,55.21,628604540#0_3,0,8,-2.83,55.21,198.02,0
24,veh14,-105.023726,39.754821,90.14,veh_passenger,0.33,70.17,507870891#0_0,0,8,-4.13,70.17,178.51,0
24,veh15,-104.978163,39.752162,180.03,veh_passenger,19.49,114,-329980805#13_0,0,0,-0.09,114,259.63,0
24,veh16,-104.997778,39.738557,150.41,veh_passenger,1.76,168.9,132706724#0_0,0,8,-4.5,168.9,163.8,0
24,veh17,-104.975711,39.74619,270.41,veh_passenger,11.9,73.54,-128948321#4_0,0,0,-0.94,73.54,154.98,0
24,veh18,-104.983604,39.736446,180.08,veh_passenger,13.77,36.15,130886462#0_1,0,0,2.46,36.15,139.11,0
24,veh19,-105.007909,39.725704,91.38,veh_passenger,23.1,85.01,90211600_0,0,0,-0.12,85.01,228.2,0
24,veh2,-104.962719,39.727307,269.54,veh_passenger,10.39,10.69,586800346#7_0,0,0,0.38,10.69,204.92,0
24,veh20,-104.980185,39.748146,224.88,veh_passenger,13.75,53.3,182890053#0_0,0,1,1.46,53.3,119.27,0
24,veh21,-104.964744,39.749279,180.22,veh_passenger,8.7,13.1,-274713203#9_0,0,1,1.85,13.1,115.13,0
24,veh22,-104.976395,39.727292,270.01,veh_passenger,21.36,4.51,:176074563_1_0,0,0,-0.15,90.02,185.89,0
24,veh23,-104.992852,39.740176,270.78,veh_passenger,0,34.29,427702691#0_0,0,8,0,34.29,91.59,0
24,veh24,-104.983448,39.724014,319.12,veh_passenger,2.7,120.29,131657785#7_0,0,8,-4.22,120.29,115.19,0
24,veh25,-105.025172,39.73082,179.77,veh_passenger,10.75,27.65,1078447173#0_2,0,0,2.44,27.65,76.47,0
24,veh27,-104.984801,39.740134,273.09,veh_passenger,4.93,1.9,:176070171_4_0,0,1,0.91,93.14,88.04,0
24,veh28,-104.960559,39.750734,270,veh_passenger,9.39,10.64,-131625590#2_0,0,0,0.49,10.64,50.2,0
24,veh29,-105.024947,39.738509,20.53,veh_passenger,11.62,13.89,646049997#0_0,0,0,2.59,13.89,72.43,0
24,veh3,-105.00798,39.740167,91.87,veh_passenger,18.84,256.06,628707474_0,0,0,0.01,256.06,342.61,0
24,veh30,-105.016255,39.732035,7.41,veh_passenger,15.96,122.75,335706748#0_0,0,0,-0.33,122.75,117.65,0
24,veh31,-105.000633,39.746568,331.53,veh_passenger,11.9,85.35,44932748_0,0,8,-3.64,85.35,91.7,0
24,veh32,-105.014578,39.736873,90.17,veh_passenger,14.67,51.36,-589973218#3_0,0,0,0.27,51.36,104.23,0
24,veh33,-104.983482,39.729099,270.11,veh_passenger,13.31,88.37,130886466#4_0,0,0,0.89,88.37,83.27,0
24,veh34,-105.002823,39.731327,0.1,veh_passenger,16.25,82.79,-704023970#3_0,0,0,2.16,82.79,77.69,0
24,veh35,-104.995049,39.740183,270.26,veh_passenger,0,20.44,628677821#0_0,0,9,0,20.44,15.34,0
24,veh36,-104.993627,39.733814,59.85,veh_passenger,0.24,0.71,:4580638079_2_1,0,8,-0.11,36.38,31.28,0
24,veh37,-104.99797,39.736884,270.48,veh_passenger,12.77,68.76,700604262#0_0,0,1,0.26,68.76,63.66,0
24,veh38,-105.024983,39.727869,359.5,veh_passenger,13.44,30.25,1078447159#1_0,0,0,2.42,30.25,52.29,0
24,veh39,-104.977637,39.735818,359.78,veh_passenger,13.7,65.54,335805945#10_1,0,0,0.54,65.54,60.44,0
24,veh4,-104.977208,39.750754,270.1,veh_passenger,22.7,14.04,-446229412#3_0,0,2,2.58,14.04,249.63,0
24,veh40,-104.972955,39.73093,359.83,veh_passenger,11.23,44.97,337148297#18_0,0,0,1.92,44.97,39.87,0
24,veh41,-105.017461,39.750781,189.44,veh_passenger,10.23,41.64,16981901_1,0,0,1.86,41.64,36.54,0
24,veh42,-105.003363,39.747681,102.63,veh_passenger,9.32,2.65,99883935#1_3,0,0,1.45,2.65,29.53,0
24,veh43,-105.026393,39.734346,179.91,veh_passenger,11.58,39.6,-334267808#7_0,0,0,2.53,39.6,34.5,0
24,veh44,-105.021739,39.734156,359.95,veh_passenger,6.98,22.78,-347646322#2_0,0,0,1.9,22.78,17.68,0
24,veh45,-104.993664,39.744051,225.01,veh_passenger,6.84,23.15,628389303#0_1,0,0,1.2,23.15,18.05,0
24,veh46,-104.999922,39.755193,261.27,veh_passenger,14.05,60.57,-235915538#1_1,0,0,0.37,60.57,55.47,0
24,veh47,-105.013755,39.742111,20.82,veh_passenger,6.72,18.21,99883934_0,0,0,2.49,18.21,13.11,0
24,veh48,-104.987293,39.746301,180.14,veh_passenger,6.09,16.32,935725118#0_5,0,2,2.27,16.32,11.22,0
24,veh49,-105.002822,39.728857,0.16,veh_passenger,3.51,5.3,:176077102_11_0,0,0,1.72,9.24,5.3,0
24,veh5,-104.983619,39.747639,179.83,veh_passenger,1.89,9.09,51866043#0_0,0,10,-4.5,9.09,159.3,0
24,veh50,-105.015374,39.731135,351.11,veh_passenger,4.01,11.39,49230944_0,0,0,1.74,11.39,6.29,0
24,veh51,-105.025141,39.729946,178.87,veh_passenger,2.26,7.36,1078447174#0_3,0,2,2.26,7.36,2.26,0
24,veh52,-105.02156,39.729275,89.68,veh_passenger,1.41,6.51,-37356024#8_0,0,0,1.41,6.51,1.41,0
24,veh53,-105.021746,39.736614,359.32,veh_passenger,2.45,7.55,-130910724#2_0,0,0,2.45,7.55,2.45,0
24,veh55,-104.977634,39.754608,89.05,veh_passenger,0,5.1,278136613#0_0,0,0,0,5.1,0,0
24,veh6,-105.018187,39.739928,119.72,veh_passenger,10.08,20.91,628707472#0_0,0,0,2.36,20.91,257.24,0
24,veh7,-104.976743,39.750754,270.11,veh_passenger,19.38,76.3,-446229412#7_0,0,0,0.76,76.3,277.22,0
24,veh8,-104.976385,39.746088,315.76,veh_passenger,0,13.71,781383478#2_1,0,10,0,13.71,8.61,0
24,veh9,-105.025166,39.751097,0.15,veh_passenger,0,115.18,628585103#6_0,0,9,0,115.18,110.08,0
25,bus0,-104.998613,39.732432,359.55,bus_bus,9.1,29.56,130910709#6_0,0,0,0.75,29.56,199.6,0
25,bus1,-105.022953,39.747575,73.75,bus_bus,11.52,36.36,-336519771#1_0,0,0,0.72,36.36,179.33,0
25,bus10,-104.990632,39.733839,90.15,bus_bus,10.65,80.46,589337000#3_0,0,1,1.16,80.46,68.36,0
25,bus11,-104.981583,39.746167,89.94,bus_bus,8.35,56.98,1039146327#4_0,0,0,0.84,56.98,44.88,0
25,bus12,-104.987365,39.729908,179.91,bus_bus,8.53,53.32,795858012#0_4,0,0,1.15,53.32,41.22,0
25,bus13,-104.990775,39.748987,224.96,bus_bus,6.87,43.85,628389298#0_0,0,0,0.91,43.85,31.75,0
25,bus14,-104.990694,39.735278,269.98,bus_bus,5.16,30.88,589337348#10_0,0,0,0.68,30.88,18.78,0
25,bus15,-104.993351,39.755007,224.95,bus_bus,4.48,25.78,231105092#3_2,0,0,0.68,25.78,13.68,0
25,bus16,-104.979552,39.747504,90.31,bus_bus,3.75,21.16,-128948318#3_0,0,0,1.13,21.16,9.06,0
25,bus17,-104.973926,39.740011,89.57,bus_bus,1.59,14.49,600545999#0_1,0,0,0.8,14.49,2.39,0
25,bus18,-105.023535,39.747185,16.17,bus_bus,1.08,13.18,-787664335#1_0,0,0,1.08,13.18,1.08,0
25,bus19,-105.003286,39.75405,41.91,bus_bus,0,12.1,16982354#0_0,0,0,0,12.1,0,0
25,bus2,-105.005858,39.74109,120.21,bus_bus,7.54,32.21,:cluster_176081514_305468099_3285108432_3285111873_#2more_6_0,0,1,0.96,51.29,79.68,0
25,bus3,-104.987866,39.725685,90.39,bus_bus,13.26,81.27,340029621#0_3,0,0,0.27,81.27,185.39,0
25,bus4,-104.961001,39.739898,0.12,bus_bus,4.36,157.71,131625591#5_0,0,10,-3.87,157.71,145.61,0
25,bus5,-104.97064,39.732305,359.66,bus_bus,8.81,19.46,579481688#0_0,0,0,1.06,19.46,106.33,0
25,bus6,-104.983615,39.746286,179.84,bus_bus,7.24,128.2,231105071#0_0,0,9,-3.79,128.2,137.83,0
25,bus7,-104.972953,39.730229,359.83,bus_bus,13.23,119.3,337148297#11_0,0,2,0.69,119.3,107.2,0
25,bus8,-104.972875,39.730475,269.91,bus_bus,2.03,84.46,-580178497#3_0,0,8,-4,84.46,72.36,0
25,bus9,-104.961002,39.750733,269.92,bus_bus,11.67,7.2,:176102963_5_0,0,0,0.77,48.61,81.17,0
25,veh0,-104.990639,39.725714,90.43,veh_passenger,0,15.71,427704888#4_4,0,10,0,15.71,10.61,0
25,veh1,-104.992004,39.731777,330.44,veh_passenger,14.14,4.96,:287887900_2_2,0,0,-0.32,6.77,286.06,0
25,veh10,-104.988986,39.737758,91.23,veh_passenger,14.52,107.57,1102883776#2_0,0,0,0.07,107.57,241.68,0
25,veh11,-104.986429,39.748151,313.84,veh_passenger,1.8,0.8,:661878285_1_3,0,0,1.8,31.87,26.77,0
25,veh12,-104.971588,39.733734,269.7,veh_passenger,13.37,71.54,-335716614#6_0,0,0,-0.3,71.54,230.07,0
25,veh13,-105.007479,39.746601,235.49,veh_passenger,0.14,55.36,628604540#0_3,0,8,-0.05,55.36,198.17,0
25,veh14,-105.023726,39.754821,90.14,veh_passenger,0,70.17,507870891#0_0,0,8,-0.33,70.17,178.51,0
25,veh15,-104.978163,39.751987,180.06,veh_passenger,19.47,7.84,:176110457_1_0,0,0,-0.02,133.47,279.1,0
25,veh16,-104.997753,39.738523,150.54,veh_passenger,4.34,2.52,:176080251_5_0,0,0,2.59,173.25,168.15,0
25,veh17,-104.975856,39.74619,270.41,veh_passenger,12.39,85.93,-128948321#4_0,0,0,0.49,85.93,167.37,0
25,veh18,-104.983605,39.736309,180.12,veh_passenger,15.22,51.37,130886462#0_1,0,0,1.45,51.37,154.33,0
25,veh19,-105.007646,39.725695,92.73,veh_passenger,22.66,107.67,90211600_0,0,0,-0.44,107.67,250.86,0
25,veh2,-104.962843,39.727306,269.54,veh_passenger,10.68,21.37,586800346#7_0,0,0,0.29,21.37,215.6,0
25,veh20,-104.980292,39.748064,224.91,veh_passenger,12.94,66.24,182890053#0_0,0,1,-0.81,66.24,132.21,0
25,veh21,-104.964745,39.749186,180.22,veh_passenger,10.23,23.33,-274713203#9_0,0,1,1.53,23.33,125.36,0
25,veh22,-104.976634,39.727292,269.96,veh_passenger,20.48,10.45,-337216231#1_0,0,0,-0.88,10.45,206.37,0
25,veh23,-104.992852,39.740176,270.78,veh_passenger,0,34.29,427702691#0_0,0,8,0,34.29,91.59,0
25,veh24,-104.983452,39.724017,319.12,veh_passenger,0.51,120.8,131657785#7_0,0,8,-2.19,120.8,115.7,0
25,veh25,-105.025172,39.730703,179.77,veh_passenger,12.99,40.65,1078447173#0_2,0,0,2.24,40.65,89.47,0
25,veh27,-104.984841,39.740167,320.81,veh_passenger,5.5,7.4,:176070171_4_0,0,1,0.57,98.64,93.54,0
25,veh28,-104.960677,39.750734,270,veh_passenger,10.06,20.7,-131625590#2_0,0,0,0.67,20.7,60.26,0
25,veh29,-105.024889,39.738627,21.49,veh_passenger,14.01,27.89,646049997#0_0,0,0,2.38,27.89,86.43,0
25,veh3,-105.007756,39.740161,92,veh_passenger,19.19,275.25,628707474_0,0,0,0.35,275.25,361.8,0
25,veh30,-105.016228,39.732181,8.11,veh_passenger,16.37,139.12,335706748#0_0,0,0,0.41,139.12,134.02,0
25,veh31,-105.00072,39.746681,325.94,veh_passenger,14.48,2.24,:176094993_5_0,0,0,2.57,99.83,106.18,0
25,veh32,-105.014407,39.736872,90.17,veh_passenger,14.6,65.96,-589973218#3_0,0,0,-0.07,65.96,118.83,0
25,veh33,-104.983637,39.7291,270.1,veh_passenger,13.3,11.38,:176072796_4_0,0,0,-0.01,101.67,96.57,0
25,veh34,-105.002823,39.731494,0.1,veh_passenger,18.58,101.37,-704023970#3_0,0,0,2.33,101.37,96.27,0
25,veh35,-104.995049,39.740183,270.26,veh_passenger,0,20.44,628677821#0_0,0,9,0,20.44,15.34,0
25,veh36,-104.993627,39.733814,59.74,veh_passenger,0.06,0.77,:4580638079_2_1,0,8,-0.19,36.44,31.34,0
25,veh37,-104.998121,39.736885,270.49,veh_passenger,12.9,81.65,700604262#0_0,0,1,0.13,81.65,76.55,0
25,veh38,-105.024985,39.728011,359.5,veh_passenger,15.78,46.03,1078447159#1_0,0,0,2.34,46.03,68.07,0
25,veh39,-104.977637,39.735941,359.78,veh_passenger,13.69,79.23,335805945#10_1,0,2,-0.01,79.23,74.13,0
25,veh4,-104.977473,39.750755,270.1,veh_passenger,22.68,36.72,-446229412#3_0,0,2,-0.02,36.72,272.31,0
25,veh40,-104.972956,39.731038,359.83,veh_passenger,11.96,56.93,337148297#18_0,0,0,0.73,56.93,51.83,0
25,veh41,-105.017485,39.750669,189.44,veh_passenger,12.49,54.12,16981901_1,0,0,2.26,54.12,49.02,0
25,veh42,-105.003235,39.74766,102.15,veh_passenger,11.46,14.11,99883935#1_3,0,0,2.14,14.11,40.99,0
25,veh43,-105.026393,39.734226,179.91,veh_passenger,13.33,52.93,-334267808#7_0,0,0,1.75,52.93,47.83,0
25,veh44,-105.021739,39.73424,359.95,veh_passenger,9.33,32.11,-347646322#2_0,0,0,2.36,32.11,27.01,0
25,veh45,-104.993718,39.744008,225.01,veh_passenger,6.6,29.75,628389303#0_1,0,0,-0.24,29.75,24.65,0
25,veh46,-105.000072,39.755159,250.83,veh_passenger,13.34,73.91,-235915538#1_1,0,0,-0.71,73.91,68.81,0
25,veh47,-105.013709,39.742185,27.41,veh_passenger,9.14,27.35,99883934_0,0,0,2.42,27.35,22.25,0
25,veh48,-104.987293,39.746265,180.14,veh_passenger,3.97,20.3,935725118#0_5,0,10,-2.11,20.3,15.2,0
25,veh49,-105.002822,39.728902,0.16,veh_passenger,5.06,10.36,:176077102_11_0,0,0,1.55,14.3,10.36,0
25,veh5,-104.983619,39.747638,179.83,veh_passenger,0.1,9.19,51866043#0_0,0,10,-1.79,9.19,159.4,0
25,veh50,-105.015385,39.73119,351.11,veh_passenger,6.24,17.63,49230944_0,0,0,2.22,17.63,12.53,0
25,veh51,-105.02514,39.729906,178.87,veh_passenger,4.4,11.76,1078447174#0_3,0,2,2.14,11.76,6.66,0
25,veh52,-105.021514,39.729275,89.68,veh_passenger,3.9,10.42,-37356024#8_0,0,0,2.49,10.42,5.32,0
25,veh53,-105.021747,39.73665,359.32,veh_passenger,4.02,11.56,-130910724#2_0,0,0,1.57,11.56,6.46,0
25,veh55,-104.977609,39.754608,89.05,veh_passenger,2.19,7.29,278136613#0_0,0,0,2.19,7.29,2.19,0
25,veh56,-104.976409,39.727389,359.79,veh_passenger,0,5.1,694495643#6_0,0,0,0,5.1,0,0
25,veh57,-104.987458,39.747496,180.16,veh_passenger,0,0.2,122079301#1_0,0,0,0,0.2,0,0
25,veh6,-105.018048,39.739886,111.01,veh_passenger,12.51,33.42,628707472#0_0,0,0,2.43,33.42,269.75,0
25,veh7,-104.976961,39.750754,270.08,veh_passenger,18.69,7.23,:176091806_5_0,0,0,-0.69,94.99,295.91,0
25,veh8,-104.976385,39.746088,315.76,veh_passenger,0,13.71,781383478#2_1,0,10,0,13.71,8.61,0
25,veh9,-105.025165,39.751114,1.04,veh_passenger,1.86,0.85,:cluster_3232606063_3435591584_9_0,0,1,1.86,117.03,111.93,0
26,bus0,-104.998614,39.732523,359.55,bus_bus,10.18,39.74,130910709#6_0,0,0,1.08,39.74,209.78,0
26,bus1,-105.022811,39.747579,88.36,bus_bus,12.2,48.57,-336519771#1_0,0,0,0.68,48.57,191.54,0
26,bus10,-104.990503,39.733839,90.15,bus_bus,11.11,91.58,589337000#3_0,0,1,0.46,91.58,79.48,0
26,bus11,-104.981475,39.746167,89.93,bus_bus,9.23,66.21,1039146327#4_0,0,0,0.88,66.21,54.11,0
26,bus12,-104.987365,39.729824,179.91,bus_bus,9.32,62.65,795858012#0_4,0,0,0.8,62.65,50.55,0
26,bus13,-104.990841,39.748936,224.96,bus_bus,7.98,51.83,628389298#0_0,0,0,1.11,51.83,39.73,0
26,bus14,-104.990763,39.735278,269.98,bus_bus,5.94,36.82,589337348#10_0,0,0,0.77,36.82,24.72,0
26,bus15,-104.993393,39.754975,224.95,bus_bus,5.11,30.89,231105092#3_2,0,0,0.63,30.89,18.79,0
26,bus16,-104.979498,39.747503,90.31,bus_bus,4.58,25.74,-128948318#3_0,0,0,0.82,25.74,13.64,0
26,bus17,-104.973895,39.740012,89.57,bus_bus,2.63,17.12,600545999#0_1,0,0,1.04,17.12,5.02,0
26,bus18,-105.023524,39.747202,18.2,bus_bus,2.15,15.34,-787664335#1_0,0,0,1.07,15.34,3.24,0
26,bus19,-105.003278,39.754056,42.39,bus_bus,0.87,12.97,16982354#0_0,0,0,0.87,12.97,0.87,0
26,bus2,-105.005781,39.741048,124.3,bus_bus,8.19,40.4,:cluster_176081514_305468099_3285108432_3285111873_#2more_6_0,0,1,0.65,59.48,87.87,0
26,bus20,-104.968468,39.744637,180.14,bus_bus,0,12.1,-581254419#5_0,0,0,0,12.1,0,0
26,bus3,-104.987712,39.725684,90.39,bus_bus,13.23,94.5,340029621#0_3,0,0,-0.02,94.5,198.62,0
26,bus4,-104.961005,39.739943,358.03,bus_bus,4.97,3.94,:176102960_8_0,0,2,0.61,162.68,150.58,0
26,bus5,-104.970641,39.732392,359.66,bus_bus,9.65,29.11,579481688#0_0,0,0,0.84,29.11,115.98,0
26,bus6,-104.983615,39.746257,179.88,bus_bus,3.24,131.45,231105071#0_0,0,9,-4,131.45,141.08,0
